Date,Portfolio Value,Total Invested,Cumulative Return
2022-09-30,1499.9999999999998,1500.0,-1.5158245029548803e-16
2022-10-07,1522.3028227164225,1500.0,0.014868548477614998
2022-10-14,1475.0369534027461,1500.0,-0.01664203106483592
2022-10-21,1516.5311283519268,1500.0,0.011020752234617855
2022-10-28,3024.817671274239,3000.0,0.00827255709141294
2022-11-04,2985.1287481663994,3000.0,-0.004957083944533527
2022-11-11,3184.039204814997,3000.0,0.061346401604999
2022-11-18,3149.593691651032,3000.0,0.04986456388367727
2022-11-25,4664.172943290485,4500.0,0.03648287628677442
2022-12-02,4769.518560094712,4500.0,0.05989301335438035
2022-12-09,4694.081539797733,4500.0,0.0431292310661629
2022-12-16,4636.15630141267,4500.0,0.030256955869482124
2022-12-23,4601.020571561955,4500.0,0.02244901590265666
2022-12-30,6132.886674007466,6000.0,0.022147779001244393
2023-01-06,6244.163181447633,6000.0,0.04069386357460553
2023-01-13,6466.068503977849,6000.0,0.07767808399630818
2023-01-20,6493.368442811092,6000.0,0.08222807380184864
2023-01-27,8117.747143936063,7500.0,0.08236628585814178
2023-02-03,8078.847845326759,7500.0,0.07717971271023452
2023-02-10,8002.213296989461,7500.0,0.06696177293192813
2023-02-17,7963.4043036252915,7500.0,0.061787240483372204
2023-02-24,9280.2161004551,9000.0,0.031135122272788876
2023-03-03,9517.311676612626,9000.0,0.057479075179180654
2023-03-10,9409.481768102381,9000.0,0.04549797423359794
2023-03-17,9950.42086879098,9000.0,0.10560231875455328
2023-03-24,10028.387245989696,9000.0,0.11426524955441063
2023-03-31,11651.574532209957,10500.0,0.1096737649723769
2023-04-07,11725.207516398179,10500.0,0.11668643013315991
2023-04-14,11728.60785321083,10500.0,0.11701027173436471
2023-04-21,11621.51276089159,10500.0,0.10681073913253238
2023-04-28,13234.30122000785,12000.0,0.10285843500065418
2023-05-05,13336.991449573265,12000.0,0.11141595413110539
2023-05-12,13356.15920991073,12000.0,0.11301326749256077
2023-05-19,13466.966673968811,12000.0,0.12224722283073425
2023-05-26,15105.13640537846,13500.0,0.11889899299099704
2023-06-02,15260.460374557648,13500.0,0.1304044721894554
2023-06-09,15294.796672526973,13500.0,0.13294790166866463
2023-06-16,15588.910884225417,13500.0,0.15473413957225313
2023-06-23,15355.425445790532,13500.0,0.13743892191040977
2023-06-30,17017.42632238895,15000.0,0.13449508815926334
2023-07-07,16923.9120891176,15000.0,0.12826080594117326
2023-07-14,17359.73186640506,15000.0,0.15731545776033745
2023-07-21,17342.361356249858,15000.0,0.1561574237499905
2023-07-28,19003.781535649432,16500.0,0.15174433549390498
2023-08-04,18595.65513567365,16500.0,0.12700940216203935
2023-08-11,18354.336706948507,16500.0,0.11238404284536403
2023-08-18,18027.837721791475,16500.0,0.0925962255631197
2023-08-25,19766.465150451033,18000.0,0.09813695280283516
2023-09-01,20263.359766298552,18000.0,0.12574220923880844
2023-09-08,20019.487049439133,18000.0,0.1121937249688407
2023-09-15,19976.49310407136,18000.0,0.10980517244840889
2023-09-22,19603.79521826758,18000.0,0.08909973434819889
2023-09-29,20762.238525087436,19500.0,0.06473018077371466
2023-10-06,20785.793329415872,19500.0,0.0659381194572242
2023-10-13,21319.39728748081,19500.0,0.09330242499901588
2023-10-20,21230.54160679773,19500.0,0.08874572342552468
2023-10-27,22575.122089161654,21000.0,0.07500581376960257
2023-11-03,23273.34905799743,21000.0,0.10825471704749673
2023-11-10,23283.761741529226,21000.0,0.10875055912043934
2023-11-17,23783.44454550807,21000.0,0.1325449783575272
2023-11-24,25504.63141181545,22500.0,0.1335391738584645
2023-12-01,25919.575567459615,22500.0,0.15198113633153842
2023-12-08,25660.55104890791,22500.0,0.14046893550701822
2023-12-15,26242.70024587751,22500.0,0.16634223315011154
2023-12-22,26553.967766074486,22500.0,0.18017634515886602
2023-12-29,28157.862241965275,24000.0,0.17324426008188645
2024-01-05,27629.245299889866,24000.0,0.15121855416207775
2024-01-12,28083.12582148854,24000.0,0.17013024256202244
2024-01-19,28363.87150197984,24000.0,0.18182797924916
2024-01-26,29930.298035570486,25500.0,0.17373717786550924
2024-02-02,30239.521162298563,25500.0,0.1858635749921005
2024-02-09,30454.837555572685,25500.0,0.19430735512049746
2024-02-16,30168.295489435237,25500.0,0.18307041135040145
2024-02-23,32075.866893618084,27000.0,0.1879950701340031
2024-03-01,32661.467508449008,27000.0,0.2096839817944077
2024-03-08,32990.17176798725,27000.0,0.2218582136291575
2024-03-15,32698.850353075362,27000.0,0.2110685315953838
2024-03-22,33281.50527678613,27000.0,0.23264834358467137
2024-03-29,35094.95307978914,28500.0,0.23140186244874184
2024-04-05,35478.72509572726,28500.0,0.24486754721850043
2024-04-12,35379.26175671864,28500.0,0.2413776054988996
2024-04-19,34769.40191294727,28500.0,0.21997901448937798
2024-04-26,36616.57017302283,30000.0,0.22055233910076108
2024-05-03,36593.51221931473,30000.0,0.21978374064382442
2024-05-10,37320.28632677225,30000.0,0.24400954422574164
2024-05-17,38075.97399801463,30000.0,0.26919913326715444
2024-05-24,37707.2430002043,30000.0,0.25690810000680986
2024-05-31,38912.54458266571,31500.0,0.23531887564018122
2024-06-07,39151.71953823166,31500.0,0.24291173137243355
2024-06-14,40061.22462189444,31500.0,0.27178490863156957
2024-06-21,40119.84692716469,31500.0,0.27364593419570443
2024-06-28,41578.97807715055,33000.0,0.25996903264092563
2024-07-05,42656.27024647324,33000.0,0.29261424989312856
2024-07-12,42952.72500200997,33000.0,0.3015977273336354
2024-07-19,42128.299794750186,33000.0,0.27661514529546016
2024-07-26,43147.23733377328,34500.0,0.25064456039922545
2024-08-02,42833.95173834625,34500.0,0.2415638185027899
2024-08-09,42804.99689545684,34500.0,0.24072454769440113
2024-08-16,44519.58505494099,34500.0,0.2904227552156808
2024-08-23,44865.31073553926,34500.0,0.3004437894359205
2024-08-30,46224.90057636527,36000.0,0.28402501601014635
2024-09-06,44847.11238837833,36000.0,0.24575312189939805
2024-09-13,46719.19629096077,36000.0,0.297755452526688
2024-09-20,47368.24631045418,36000.0,0.3157846197348384
2024-09-27,49308.691914351235,37500.0,0.31489845104936626
2024-10-04,49313.369297055426,37500.0,0.3150231812548114
2024-10-11,49655.05967013132,37500.0,0.3241349245368352
2024-10-18,50251.912184514724,37500.0,0.3400509915870593
