Date,Portfolio Value,Total Invested,Cumulative Return
2022-09-02,47999.99999999999,48000,0.0
2022-09-09,49015.27416949073,48000,0.021151545197723776
2022-09-16,47137.80130643333,48000,-0.01796247278263885
2022-09-23,45603.51918457262,48000,-0.04992668365473696
2022-09-30,44872.772121637456,48000,-0.06515058079921965
2022-10-07,45458.92814876712,48000,-0.05293899690068504
2022-10-14,44487.08752299874,48000,-0.07318567660419284
2022-10-21,45559.9369318268,48000,-0.05083464725360842
2022-10-28,46622.440000544666,48000,-0.028699166655319575
2022-11-04,45859.118155251424,48000,-0.0446017050989288
2022-11-11,48510.19051698315,48000,0.0106289691038155
2022-11-18,48192.679900745745,48000,0.004014164598869607
2022-11-25,48737.67072649833,48000,0.015368140135381791
2022-12-02,49577.24984642116,48000,0.03285937180044063
2022-12-09,48522.19352997564,48000,0.01087903187449224
2022-12-16,47869.32185873395,48000,-0.002722461276376209
2022-12-23,47583.57807781237,48000,-0.008675456712242346
2022-12-30,47634.5170011811,48000,-0.007614229142060669
2023-01-06,48690.65320088147,48000,0.014388608351697085
2023-01-13,50012.687943720965,48000,0.04193099882751983
2023-01-20,49868.71482014726,48000,0.03893155875306764
2023-01-27,50703.11457973461,48000,0.05631488707780408
2023-02-03,50832.79677038691,48000,0.05901659938306025
2023-02-10,50273.35973564729,48000,0.04736166115931817
2023-02-17,50051.78414535738,48000,0.0427455030282784
2023-02-24,48906.99307714972,48000,0.01889568910728534
2023-03-03,49903.31253997919,48000,0.039652344582899346
2023-03-10,48870.47593327811,48000,0.018134915276626806
2023-03-17,50453.38857885467,48000,0.051112262059471725
2023-03-24,50938.10962033404,48000,0.061210617090292185
2023-03-31,51893.77838470302,48000,0.08112038301464586
2023-04-07,52159.75022344206,48000,0.08666146298837574
2023-04-14,52251.20556430469,48000,0.08856678258968054
2023-04-21,51945.739086735935,48000,0.08220289764033151
2023-04-28,52332.15893951599,48000,0.09025331123991598
2023-05-05,52331.6040692956,48000,0.09024175144365798
2023-05-12,52239.771463002784,48000,0.08832857214589085
2023-05-19,52468.16568687078,48000,0.09308678514314073
2023-05-26,52637.50785662625,48000,0.09661474701304629
2023-06-02,53257.160804980624,48000,0.10952418343709569
2023-06-09,53452.93159940523,48000,0.11360274165427509
2023-06-16,54407.96607674594,48000,0.1334992932655399
2023-06-23,53553.780764348805,48000,0.11570376592393283
2023-06-30,54289.70921031928,48000,0.13103560854831775
2023-07-07,53844.7770320314,48000,0.12176618816732021
2023-07-14,55117.72850286291,48000,0.14828601047631018
2023-07-21,55328.61128473417,48000,0.15267940176529482
2023-07-28,55679.8544136101,48000,0.1599969669502097
2023-08-04,54535.74177898193,48000,0.13616128706212294
2023-08-11,54057.36747771765,48000,0.12619515578578366
2023-08-18,53106.7945941512,48000,0.10639155404481593
2023-08-25,53665.303108834574,48000,0.11802714810071957
2023-09-01,54840.93826012114,48000,0.14251954708585646
2023-09-08,54217.17782338599,48000,0.12952453798720742
2023-09-15,54108.11238275505,48000,0.12725234130739604
2023-09-22,53034.40060913979,48000,0.10488334602374483
2023-09-29,52120.495443682965,48000,0.08584365507672764
2023-10-06,51964.42365235435,48000,0.08259215942404818
2023-10-13,53076.53843115164,48000,0.10576121731565835
2023-10-20,52487.839622039435,48000,0.09349665879248747
2023-10-27,51918.85296220027,48000,0.0816427700458382
2023-11-03,53739.95008465783,48000,0.11958229343037075
2023-11-10,53780.49139014346,48000,0.1204269039613215
2023-11-17,54929.4315610795,48000,0.14436315752248907
2023-11-24,55432.71052101634,48000,0.15484813585450663
2023-12-01,56336.16626171388,48000,0.173670130452372
2023-12-08,55901.29278368042,48000,0.16461026632667508
2023-12-15,57073.42284119321,48000,0.1890296425248581
2023-12-22,57677.47755956082,48000,0.20161411582418332
2023-12-29,57901.78087090008,48000,0.20628710147708462
2024-01-05,57022.025299007015,48000,0.18795886039597898
2024-01-12,57785.28675299889,48000,0.20386014068747627
2024-01-19,58106.468642219275,48000,0.21055143004623433
2024-01-26,58318.503596895454,48000,0.21496882493532143
2024-02-02,58978.25718579692,48000,0.2287136913707688
2024-02-09,59298.4071289466,48000,0.2353834818530538
2024-02-16,58896.27090128457,48000,0.22700564377676158
2024-02-23,59714.8346642221,48000,0.2440590555046267
2024-03-01,60618.50000014126,48000,0.2628854166696093
2024-03-08,61220.3452331874,48000,0.2754238590247371
2024-03-15,60814.898294703475,48000,0.26697704780632203
2024-03-22,61850.32668830128,48000,0.28854847267294303
2024-03-29,62458.49022443404,48000,0.30121854634237577
2024-04-05,62782.08045532777,48000,0.3079600094859951
2024-04-12,62368.52177062107,48000,0.29934420355460545
2024-04-19,61348.60661240101,48000,0.2780959710916877
2024-04-26,61983.21242279676,48000,0.2913169254749326
2024-05-03,62028.961754161784,48000,0.29227003654503725
2024-05-10,63233.34535829647,48000,0.31736136163117656
2024-05-17,64394.33079697254,48000,0.3415485582702613
2024-05-24,63746.306022874836,48000,0.3280480421432259
2024-05-31,63386.48652196818,48000,0.3205518025410039
2024-06-07,63689.205395117984,48000,0.3268584457316248
2024-06-14,64913.6545075811,48000,0.35236780224127306
2024-06-21,65105.71421272237,48000,0.3563690460983828
2024-06-28,64993.56382334417,48000,0.3540325796530037
2024-07-05,66446.87512202568,48000,0.3843098983755351
2024-07-12,67065.46443215835,48000,0.3971971756699657
2024-07-19,65997.48393062709,48000,0.3749475818880643
2024-07-26,65454.43364042307,48000,0.3636340341754807
2024-08-02,65031.16378303472,48000,0.3548159121465566
2024-08-09,64961.132261886,48000,0.35335692212262493
2024-08-16,67377.17093610724,48000,0.40369106116890086
2024-08-23,67978.68053072502,48000,0.4162225110567712
2024-08-30,67873.86265848324,48000,0.41403880538506743
2024-09-06,66024.25326230237,48000,0.37550527629796604
2024-09-13,68530.68043689834,48000,0.4277225091020487
2024-09-20,69431.57937729429,48000,0.446491237026964
2024-09-27,69980.33169770046,48000,0.45792357703542574
2024-10-04,69949.49660643886,48000,0.45728117930080914
2024-10-11,70408.85757052258,48000,0.4668511993858868
2024-10-18,71224.90669804027,48000,0.48385222287583884
2024-10-25,71008.7141513093,48000,0.47934821148561024
2024-11-01,70334.05062057919,48000,0.46529272126206656
2024-11-08,72083.03488013575,48000,0.5017298933361616
2024-11-15,69825.57460801708,48000,0.454699471000356
2024-11-22,71859.9486577842,48000,0.4970822637038379
2024-11-29,72002.88252533585,48000,0.5000600526111638
2024-12-06,72347.23696386971,48000,0.5072341034139527
2024-12-13,72269.81018410814,48000,0.5056210455022532
2024-12-20,71014.73851387035,48000,0.47947371903896596
2024-12-27,71235.72765671348,48000,0.4840776595148646
2025-01-03,71194.51367449816,48000,0.48321903488537865
2025-01-10,70642.95263683384,48000,0.4717281799340387
2025-01-17,72148.86702717593,48000,0.503101396399499
2025-01-24,73391.68021207338,48000,0.528993337751529
2025-01-31,73165.58974698765,48000,0.5242831197289097
2025-02-07,73619.16983746339,48000,0.5337327049471543
2025-02-14,74717.81537833269,48000,0.5566211537152648
2025-02-21,74513.03953191527,48000,0.5523549902482354
2025-02-28,73201.34775245975,48000,0.5250280781762453
2025-03-07,72432.12720818169,48000,0.5090026501704521
2025-03-14,72011.29645170605,48000,0.5002353427438764
2025-03-21,72487.63406394927,48000,0.5101590429989435
2025-03-28,72324.00330636434,48000,0.5067500688825908
2025-04-04,68163.7748439405,48000,0.42007864258209415
2025-04-11,71620.53809597285,48000,0.4920945436661015
2025-04-18,71852.57118181106,48000,0.49692856628773097
2025-04-25,73648.2570380333,48000,0.5343386882923611
2025-05-02,74092.94452825832,48000,0.5436030110053822
